1.850000000000000000e+02,8.040000000000000000e+02
1.855000000000000000e+02,8.050000000000000000e+02
1.860000000000000000e+02,8.055000000000000000e+02
1.860000000000000000e+02,8.060000000000000000e+02
1.875000000000000000e+02,8.080000000000000000e+02
1.875000000000000000e+02,8.080000000000000000e+02
1.885000000000000000e+02,8.120000000000000000e+02
1.900000000000000000e+02,8.155000000000000000e+02
1.920000000000000000e+02,8.215000000000000000e+02
1.940000000000000000e+02,8.280000000000000000e+02
1.940000000000000000e+02,8.285000000000000000e+02
1.960000000000000000e+02,8.350000000000000000e+02
1.980000000000000000e+02,8.400000000000000000e+02
2.020000000000000000e+02,8.460000000000000000e+02
2.070000000000000000e+02,8.495000000000000000e+02
2.120000000000000000e+02,8.510000000000000000e+02
2.310000000000000000e+02,8.490000000000000000e+02
2.530000000000000000e+02,8.390000000000000000e+02
2.740000000000000000e+02,8.150000000000000000e+02
2.730000000000000000e+02,8.160000000000000000e+02
2.920000000000000000e+02,7.785000000000000000e+02
2.965000000000000000e+02,7.360000000000000000e+02
2.955000000000000000e+02,7.355000000000000000e+02
2.670000000000000000e+02,6.620000000000000000e+02
2.470000000000000000e+02,6.400000000000000000e+02
2.270000000000000000e+02,6.290000000000000000e+02
2.190000000000000000e+02,6.055000000000000000e+02
2.130000000000000000e+02,6.000000000000000000e+02
2.130000000000000000e+02,5.900000000000000000e+02
2.120000000000000000e+02,5.770000000000000000e+02
2.110000000000000000e+02,5.620000000000000000e+02
2.210000000000000000e+02,5.300000000000000000e+02
2.260000000000000000e+02,4.985000000000000000e+02
2.260000000000000000e+02,5.020000000000000000e+02
2.350000000000000000e+02,4.705000000000000000e+02
2.600000000000000000e+02,4.225000000000000000e+02
2.990000000000000000e+02,3.560000000000000000e+02
2.990000000000000000e+02,3.560000000000000000e+02
3.400000000000000000e+02,3.090000000000000000e+02
3.770000000000000000e+02,2.630000000000000000e+02
3.770000000000000000e+02,2.630000000000000000e+02
4.160000000000000000e+02,2.285000000000000000e+02
4.550000000000000000e+02,1.880000000000000000e+02
4.930000000000000000e+02,1.545000000000000000e+02
4.930000000000000000e+02,1.545000000000000000e+02
5.285000000000000000e+02,1.280000000000000000e+02
5.755000000000000000e+02,1.035000000000000000e+02
6.100000000000000000e+02,7.600000000000000000e+01
6.100000000000000000e+02,7.600000000000000000e+01
6.910000000000000000e+02,4.600000000000000000e+01
6.905000000000000000e+02,4.800000000000000000e+01
7.380000000000000000e+02,3.900000000000000000e+01
7.665000000000000000e+02,3.600000000000000000e+01
8.110000000000000000e+02,4.300000000000000000e+01
8.505000000000000000e+02,3.850000000000000000e+01
8.980000000000000000e+02,4.100000000000000000e+01
8.980000000000000000e+02,4.100000000000000000e+01
9.380000000000000000e+02,5.100000000000000000e+01
9.715000000000000000e+02,6.500000000000000000e+01
1.019000000000000000e+03,8.750000000000000000e+01
1.056500000000000000e+03,1.070000000000000000e+02
1.056500000000000000e+03,1.065000000000000000e+02
1.096000000000000000e+03,1.390000000000000000e+02
1.134500000000000000e+03,1.650000000000000000e+02
1.134500000000000000e+03,1.650000000000000000e+02
1.183000000000000000e+03,2.070000000000000000e+02
1.200000000000000000e+03,2.120000000000000000e+02
