5.640000000000000000e+02,7.740000000000000000e+02
5.660000000000000000e+02,7.830000000000000000e+02
5.680000000000000000e+02,7.845000000000000000e+02
5.595000000000000000e+02,7.680000000000000000e+02
5.520000000000000000e+02,7.615000000000000000e+02
5.500000000000000000e+02,7.720000000000000000e+02
5.450000000000000000e+02,7.620000000000000000e+02
5.430000000000000000e+02,7.765000000000000000e+02
5.550000000000000000e+02,7.710000000000000000e+02
5.440000000000000000e+02,7.620000000000000000e+02
5.525000000000000000e+02,7.620000000000000000e+02
5.620000000000000000e+02,7.575000000000000000e+02
5.630000000000000000e+02,7.645000000000000000e+02
5.555000000000000000e+02,7.740000000000000000e+02
5.445000000000000000e+02,7.805000000000000000e+02
5.465000000000000000e+02,7.770000000000000000e+02
5.390000000000000000e+02,7.730000000000000000e+02
5.340000000000000000e+02,7.690000000000000000e+02
5.450000000000000000e+02,7.800000000000000000e+02
5.360000000000000000e+02,7.710000000000000000e+02
5.615000000000000000e+02,7.740000000000000000e+02
5.480000000000000000e+02,7.775000000000000000e+02
5.360000000000000000e+02,7.730000000000000000e+02
5.430000000000000000e+02,7.665000000000000000e+02
5.670000000000000000e+02,7.735000000000000000e+02
5.570000000000000000e+02,7.775000000000000000e+02
5.785000000000000000e+02,7.655000000000000000e+02
5.850000000000000000e+02,7.570000000000000000e+02
5.895000000000000000e+02,7.490000000000000000e+02
5.890000000000000000e+02,7.570000000000000000e+02
6.020000000000000000e+02,7.225000000000000000e+02
6.040000000000000000e+02,7.065000000000000000e+02
6.060000000000000000e+02,6.910000000000000000e+02
6.040000000000000000e+02,6.760000000000000000e+02
6.000000000000000000e+02,6.840000000000000000e+02
5.970000000000000000e+02,6.680000000000000000e+02
5.920000000000000000e+02,6.580000000000000000e+02
5.785000000000000000e+02,6.310000000000000000e+02
5.720000000000000000e+02,6.260000000000000000e+02
5.665000000000000000e+02,6.255000000000000000e+02
5.760000000000000000e+02,6.140000000000000000e+02
5.650000000000000000e+02,6.120000000000000000e+02
5.700000000000000000e+02,5.880000000000000000e+02
5.820000000000000000e+02,5.650000000000000000e+02
6.080000000000000000e+02,5.190000000000000000e+02
6.360000000000000000e+02,4.770000000000000000e+02
6.675000000000000000e+02,4.390000000000000000e+02
6.980000000000000000e+02,4.045000000000000000e+02
7.260000000000000000e+02,3.720000000000000000e+02
7.540000000000000000e+02,3.400000000000000000e+02
7.825000000000000000e+02,3.160000000000000000e+02
8.010000000000000000e+02,3.010000000000000000e+02
8.400000000000000000e+02,2.690000000000000000e+02
8.665000000000000000e+02,2.500000000000000000e+02
8.920000000000000000e+02,2.330000000000000000e+02
9.200000000000000000e+02,2.180000000000000000e+02
9.480000000000000000e+02,2.070000000000000000e+02
9.740000000000000000e+02,1.855000000000000000e+02
1.001000000000000000e+03,1.730000000000000000e+02
1.029000000000000000e+03,1.650000000000000000e+02
1.057000000000000000e+03,1.640000000000000000e+02
1.083000000000000000e+03,1.590000000000000000e+02
1.111000000000000000e+03,1.610000000000000000e+02
1.136500000000000000e+03,1.575000000000000000e+02
1.163000000000000000e+03,1.600000000000000000e+02
1.190500000000000000e+03,1.665000000000000000e+02
1.217000000000000000e+03,1.720000000000000000e+02
1.243000000000000000e+03,1.815000000000000000e+02
1.272000000000000000e+03,1.940000000000000000e+02
1.297000000000000000e+03,1.980000000000000000e+02
1.324000000000000000e+03,2.235000000000000000e+02
1.350000000000000000e+03,2.385000000000000000e+02
1.370000000000000000e+03,2.590000000000000000e+02
1.402000000000000000e+03,2.810000000000000000e+02
1.428000000000000000e+03,3.050000000000000000e+02
1.451500000000000000e+03,3.350000000000000000e+02
1.439000000000000000e+03,3.415000000000000000e+02
1.474500000000000000e+03,3.430000000000000000e+02
1.461000000000000000e+03,3.410000000000000000e+02
1.448500000000000000e+03,3.410000000000000000e+02
